"","label","latitude","longitude"
"52717","ITAZ7",40.07,18.05
"52718","ITAZ8",45.48,9.57
"52719","ITAZA",44.4,8.68
"52720","ITAZC",41.08,9.38
"52721","ITAZD",45.87,12.7
"52722","ITAZG",45.75,9.53
"52723","ITAZI",45.92,13.52
"52724","ITAZL",45.18,8.4
"52725","ITAZN",45.73,9.32
"52726","ITAZO",45.02,7.87
"52727","ITAZP",45.65,9.67
"52728","ITAZT",45.78,8.8
"52729","ITAZW",45.88,8.7
"52730","ITAZZ",45.35,10.95
"52731","ITB22",45.73,9.33
"52732","ITB2M",41.5,12.77
"52733","ITB2P",45.07,11.33
"52734","ITB52",42.85,12.9
"52735","ITB5E",45.72,7.4
"52736","ITB7A",41,16.87
"52737","ITB8C",45.72,9.05
"52738","ITB8D",45.83,8.7
"52739","ITB8S",44.25,8.43
"52740","ITBA2",45.45,8.27
"52741","ITBA4",46.18,10.1
"52742","ITBA5",45.23,11.68
"52743","ITBA6",40.93,15.67
"52744","ITBAB",45.08,9.12
"52745","ITBAD",46.02,13.2
"52746","ITBAE",40.78,14.47
"52747","ITBAF",44.65,11.53
"52748","ITBAH",45.68,10.4
"52749","ITBAI",40.82,14.07
"52750","ITBAJ",44.07,12.28
"52751","ITBAL",42.85,11.6
"52752","ITBAM",45.43,10.18
"52753","ITBAN",45.12,11.63
"52754","ITBAP",43.4,11.77
"52755","ITBAS",43.07,12.55
"52756","ITBAT",40.62,14.97
"52757","ITBAV",41.95,12.72
"52758","ITBAW",44.83,9.12
"52759","ITBAZ",42.33,13.45
"52760","ITBB3",43.27,10.58
"52761","ITBB8",44.8,7.28
"52762","ITBBA",45.72,9.17
"52763","ITBBC",41.87,15
"52764","ITBBD",45.9,9.33
"52765","ITBBE",44.8,9.82
"52766","ITBBG",45.1,11.87
"52767","ITBBI",45.82,9.6
"52768","ITBBJ",46.2,13.12
"52769","ITBBM",45.22,9.57
"52770","ITBBN",46.1,12.07
"52771","ITBBR",43.58,13.02
"52772","ITBBS",44.72,8.08
"52773","ITBBT",40.27,15.62
"52774","ITBBU",43.87,10.72
"52775","ITBBV",45.4,11.53
"52776","ITBBZ",46.63,11.35
"52777","ITBCA",45.45,10.4
"52778","ITBCB",38.28,15.8
"52779","ITBCC",40.92,14.42
"52780","ITBCD",45.63,12.35
"52781","ITBCE",41.23,16.5
"52782","ITBCG",43.8,10.5
"52783","ITBCH",45.62,11.03
"52784","ITBCL",45.68,12.37
"52785","ITBCO",40.63,15.38
"52786","ITBCP",41.22,16.07
"52787","ITBCQ",44.68,10.48
"52788","ITBCR",45.35,9.6
"52789","ITBCV",45.4,7.73
"52790","ITBCZ",46.08,8.3
"52791","ITBD2",45.08,6.7
"52792","ITBD5",44.75,10.73
"52793","ITBD7",45.45,8.47
"52794","ITBDB",45.98,8.72
"52795","ITBDC",43.82,7.65
"52796","ITBDD",45.83,8.65
"52797","ITBDI",44.63,9.73
"52798","ITBDL",38.57,16.52
"52799","ITBDM",44.38,11.82
"52800","ITBDN",45.78,12.05
"52801","ITBDO",41.4,13
"52802","ITBDR",43.67,13.08
"52803","ITBDS",40.63,17.93
"52804","ITBDT",45.68,11.77
"52805","ITBDV",46.17,9.73
"52806","ITBE3",40.78,9.17
"52807","ITBE7",43.17,13.23
"52808","ITBEA",45.52,8.12
"52809","ITBEB",45.8,9.57
"52810","ITBEG",45.63,9.4
"52811","ITBEI",43.7,10.62
"52812","ITBEN",41.12,14.78
"52813","ITBEO",43.57,13.17
"52814","ITBER",45.5,10.03
"52815","ITBES",45.73,11.83
"52816","ITBET",44.75,8.2
"52817","ITBEV",44.55,7.83
"52818","ITBEX",44.97,11.97
"52819","ITBEZ",44.38,7.43
"52820","ITBFA",45.35,9.48
"52821","ITBFE",45.38,11.2
"52822","ITBFI",43.72,12.37
"52823","ITBFO",41.7,14.93
"52824","ITBFR",45.17,11
"52825","ITBG2",46.12,8.2
"52826","ITBG3",45.63,8.13
"52827","ITBGA",45.53,9.63
"52828","ITBGD",45.92,12.38
"52829","ITBGH",43.77,7.67
"52830","ITBGI",45.53,11.95
"52831","ITBGJ",45.62,9.47
"52832","ITBGL",45.17,9.32
"52833","ITBGO",45.68,9.72
"52834","ITBGS",45.18,11.88
"52835","ITBGU",46.78,8.82
"52836","ITBGV",44.4,11.98
"52837","ITBH9",43.67,12.93
"52838","ITBHA",38.08,13.5
"52839","ITBHO",45.87,8.87
"52840","ITBHR",45.53,9.28
"52841","ITBHS",44.82,7.3
"52842","ITBIA",45.62,9.27
"52843","ITBIC",45.02,7.58
"52844","ITBIG",45.87,12
"52845","ITBII",40.73,14.75
"52846","ITBIL",45.12,10.78
"52847","ITBIM",44.13,12.47
"52848","ITBIN",44.13,12.13
"52849","ITBIS",43.78,11.15
"52850","ITBIT",41.03,16.82
"52851","ITBIV",37.62,13.43
"52852","ITBIZ",45.17,7.83
"52853","ITBL3",40.65,15.5
"52854","ITBL7",45.07,7.82
"52855","ITBLA",44.15,12.47
"52856","ITBLB",45.98,9.25
"52857","ITBLC",43.8,12.98
"52858","ITBLD",44.75,7.9
"52859","ITBLE",45.6,9.57
"52860","ITBLG",45.47,7.95
"52861","ITBLH",44.5,7.97
"52862","ITBLM",45.78,8.75
"52863","ITBLN",40.8,14.17
"52864","ITBLO",45.22,9.48
"52865","ITBLP",37.58,14.97
"52866","ITBLQ",44.5,11.35
"52867","ITBLR",45.53,9.43
"52868","ITBLS",45.55,8.12
"52869","ITBLT",41.32,16.28
"52870","ITBLU",44.02,10.58
"52871","ITBLV",45.77,8.45
"52872","ITBMA",38.15,16.17
"52873","ITBME",44.87,12.22
"52874","ITBMF",44.62,8.65
"52875","ITBMG",45.58,9.38
"52876","ITBMI",46.47,10.37
"52877","ITBMM",45.83,12.5
"52878","ITBMP",45.95,8.88
"52879","ITBMS",45.72,9.58
"52880","ITBMT",39.62,15.85
"52881","ITBMU",44,11.23
"52882","ITBNA",45.68,9.65
"52883","ITBNB",45.7,9.28
"52884","ITBNC",38.08,16.15
"52885","ITBNE",44.37,7.65
"52886","ITBNG",45.78,8.92
"52887","ITBNH",38.18,16.15
"52888","ITBNI",44.5,9.63
"52889","ITBNL",45.93,11.12
"52890","ITBNM",45.1,10.07
"52891","ITBNN",45.6,8.25
"52892","ITBNP",39.98,8.55
"52893","ITBNR",45.82,8.7
"52894","ITBNT",45.7,8.77
"52895","ITBNZ",45.52,9.12
"52896","ITBOA",40.3,8.5
"52897","ITBOB",44.77,9.38
"52898","ITBOC",45.27,9.2
"52899","ITBOD",45.22,11.83
"52900","ITBOE",45.55,9.1
"52901","ITBOF",42.2,13.85
"52902","ITBOG",45.5,7.85
"52903","ITBOP",44.75,7.32
"52904","ITBOS",44.52,8.03
"52905","ITBOT",45.67,9.55
"52906","ITBOV",45.27,11.93
"52907","ITBOZ",45.1,10.48
"52908","ITBP2",45.1,11.78
"52909","ITBPA",45.33,11
"52910","ITBPI",42.45,11.42
"52911","ITBPO",38.15,15.22
"52912","ITBPR",45.38,10.18
"52913","ITBPS",45.08,11.48
"52914","ITBPT",45.67,9.75
"52915","ITBPV",45.72,12.32
"52916","ITBPZ",43.82,10.65
"52917","ITBQN",37.7,13.25
"52918","ITBR2",42.1,12.17
"52919","ITBR3",46.12,10.3
"52920","ITBR4",40.38,8.98
"52921","ITBR9",45.52,9.7
"52922","ITBRB",44.23,9.93
"52923","ITBRD",45.3,12
"52924","ITBRI",41.13,16.85
"52925","ITBRL",43.75,11.32
"52926","ITBRM",43.83,11.95
"52927","ITBRN",45.47,11.45
"52928","ITBRO",45.48,7.92
"52929","ITBRR",45.47,8.98
"52930","ITBRS",45.6,9.53
"52931","ITBRT",44.9,10.55
"52932","ITBRU",45.77,8.88
"52933","ITBRV",45.28,9.43
"52934","ITBRZ",46.08,10.72
"52935","ITBS2",45.32,10.12
"52936","ITBS5",45.85,10.17
"52937","ITBS8",45.83,8.75
"52938","ITBS9",42.67,12.22
"52939","ITBSA",41.42,12.82
"52940","ITBSB",42.58,13.73
"52941","ITBSC",45.27,7.75
"52942","ITBSE",44.6,10.43
"52943","ITBSI",45.35,9.17
"52944","ITBSM",44.82,8.68
"52945","ITBSP",45.8,9.27
"52946","ITBSQ",44.98,10.02
"52947","ITBSR",41.43,12.97
"52948","ITBSS",45.05,9.35
"52949","ITBST",44.98,10.03
"52950","ITBSU",44.57,8.95
"52951","ITBSV",45.65,11.62
"52952","ITBSZ",45.85,8.65
"52953","ITBT2",43.2,11.8
"52954","ITBT3",43,12.48
"52955","ITBT5",40.47,9.38
"52956","ITBTA",45.35,11.65
"52957","ITBTB",45.47,9.77
"52958","ITBTC",45.53,10.3
"52959","ITBTE",45.73,9.42
"52960","ITBTG",44.72,10.98
"52961","ITBTI",45.47,8.83
"52962","ITBTL",45.47,10.23
"52963","ITBTN",45.48,8.82
"52964","ITBTP",45.67,9.55
"52965","ITBTR",45.15,7.65
"52966","ITBTS",45.3,10.32
"52967","ITBTU",40.45,9.17
"52968","ITBTV",46,11.2
"52969","ITBTW",44.27,11.58
"52970","ITBUB",44.65,8.28
"52971","ITBUD",44.53,11.53
"52972","ITBUE",45.07,7.43
"52973","ITBUI",44.87,7.4
"52974","ITBUL",45.47,10.85
"52975","ITBUO",45.33,7.65
"52976","ITBUP",43.73,10.58
"52977","ITBUR",46.07,8.28
"52978","ITBUT",45.55,8.82
"52979","ITBUV",39.68,15.88
"52980","ITBUZ",42.2,13.82
"52981","ITBV6",42.93,12.6
"52982","ITBVB",45.22,10.22
"52983","ITBVC",45.92,8.8
"52984","ITBVD",43.53,11.17
"52985","ITBVE",45.35,8.47
"52986","ITBVG",44.63,11.42
"52987","ITBVM",37.93,15.92
"52988","ITBVO",44.48,9.77
"52989","ITBVR",43.82,7.58
"52990","ITBVU",46.05,11.45
"52991","ITBVV",45.95,8.73
"52992","ITBXI",46,13.07
"52993","ITBXO",45.95,10.3
"52994","ITBZ2",46.7,11.65
"52995","ITBZA",45.73,9.57
"52996","ITBZB",44.6,10.63
"52997","ITBZE",45.3,8.12
"52998","ITBZF",45.77,8.93
"52999","ITBZG",45.75,9.32
"53000","ITBZI",45.92,10.27
"53001","ITBZL",45.85,12.85
"53002","ITBZN",44.5,11.08
"53003","ITBZR",45.72,10.22
"53004","ITBZU",45.53,9.18
"53005","ITBZV",45.6,11.62
"53006","ITBZY",37.78,14.83
"53007","ITBZZ",44.77,8.7
"53008","ITC22",42.92,12.38
"53009","ITC2A",41.18,13.97
"53010","ITC2H",42.9,13.83
"53011","ITC2P",45.7,12.53
"53012","ITC2S",45.07,10.4
"53013","ITC4C",40.87,15.33
"53014","ITC55",43.07,13.8
"53015","ITC5N",45.88,13.4
"53016","ITC5O",45.85,9.27
"53017","ITC5P",40.17,15.55
"53018","ITC5T",40.4,18.02
"53019","ITC6E",37.43,13.4
"53020","ITC6G",44.9,7.57
"53021","ITC6H",42.27,14.37
"53022","ITC6P",43.07,12.32
"53023","ITC6V",41.07,14.87
"53024","ITC76",39.37,8.93
"53025","ITC7L",37.82,15.23
"53026","ITC7R",39.57,16.77
"53027","ITC8C",41.05,16.87
"53028","ITC8G",44.1,10.4
"53029","ITC8N",42.88,13.15
"53030","ITC9M",43.3,11.78
"53031","ITC9N",44.57,9.22
"53032","ITCA2",45.72,9.08
"53033","ITCA3",42.58,13.87
"53034","ITCA5",42.32,12.23
"53035","ITCA6",40.33,18.03
"53036","ITCA7",46.42,11.23
"53037","ITCA8",40.47,17.38
"53038","ITCA9",40.62,16.93
"53039","ITCAA",43.57,11.87
"53040","ITCAD",44.75,10.58
"53041","ITCAG",39.22,9.12
"53042","ITCAH",46.17,10.75
"53043","ITCAJ",41.3,14.03
"53044","ITCAK",45.2,11.62
"53045","ITCAQ",45.1,7.48
"53046","ITCAR",45.25,10.4
"53047","ITCAS",40.7,14.48
"53048","ITCAT",44.48,7.28
"53049","ITCAU",45.73,9.13
"53050","ITCAX",44.53,9
"53051","ITCAZ",43.33,12.2
"53052","ITCB2",44.8,8.4
"53053","ITCB9",39.17,8.52
"53054","ITCBA",43.5,12.2
"53055","ITCBB",44.52,10.13
"53056","ITCBC",45.12,9.87
"53057","ITCBD",42.13,14.57
"53058","ITCBE",45.47,8.92
"53059","ITCBF",45.22,10.88
"53060","ITCBI",45.8,8.7
"53061","ITCBK",45.83,9.23
"53062","ITCBM",45.43,8.47
"53063","ITCBN",45.95,12.23
"53064","ITCBR",45.73,9.28
"53065","ITCBS",45.58,11.47
"53066","ITCBU",45.25,9.95
"53067","ITCBV",45.13,11.38
"53068","ITCC2",45.57,8.15
"53069","ITCC3",41.18,14.45
"53070","ITCC4",45.92,8.42
"53071","ITCC5",45.23,9.83
"53072","ITCC6",44.67,8.05
"53073","ITCC8",45.05,8.12
"53074","ITCCB",39.1,9.52
"53075","ITCCD",45.68,9.4
"53076","ITCCE",44.15,12.17
"53077","ITCCF",45.63,9.98
"53078","ITCCG",45.35,7.8
"53079","ITCCI",45.5,9.93
"53080","ITCCJ",44.68,12.18
"53081","ITCCL",43.97,12.73
"53082","ITCCM",41.45,14.72
"53083","ITCCO",45.95,10.28
"53084","ITCCP",44.5,8.88
"53085","ITCCQ",39.52,15.93
"53086","ITCCR",45.2,11.23
"53087","ITCCS",44.17,11.03
"53088","ITCCT",45.62,9.77
"53089","ITCCU",45.67,9.23
"53090","ITCCV",42.45,14.02
"53091","ITCCX",44.38,7.47
"53092","ITCCZ",45.58,9.32
"53093","ITCD3",45.08,10.27
"53094","ITCD4",42.75,12
"53095","ITCD7",39.8,9.63
"53096","ITCD8",45.25,9.15
"53097","ITCDA",45.78,11.92
"53098","ITCDB",44.8,7.98
"53099","ITCDC",43.45,12.23
"53100","ITCDD",45.53,9.52
"53101","ITCDH",45.22,9.68
"53102","ITCDJ",42.95,12
"53103","ITCDK",40.92,14.42
"53104","ITCDL",43.42,11.12
"53105","ITCDM",45.83,12.02
"53106","ITCDN",45.98,12.7
"53107","ITCDQ",45.9,13.18
"53108","ITCDR",45.72,9.05
"53109","ITCDT",45.38,10.48
"53110","ITCDU",45.73,12.38
"53111","ITCDV",45.73,12.25
"53112","ITCDX",44.82,10.57
"53113","ITCDY",44.73,10.53
"53114","ITCDZ",46.17,12.28
"53115","ITCE3",41.17,14.35
"53116","ITCE4",43.92,8.12
"53117","ITCE5",41.02,14.6
"53118","ITCE7",42.97,11.9
"53119","ITCE8",40.47,17.97
"53120","ITCEC",43.32,10.52
"53121","ITCEF",44.8,7.32
"53122","ITCEH",44.85,10.75
"53123","ITCEI",46.08,11.98
"53124","ITCEJ",45.07,7.57
"53125","ITCEK",44.85,8.12
"53126","ITCEL",44.72,10.55
"53127","ITCEP",43.57,10.57
"53128","ITCEQ",42.77,10.88
"53129","ITCES",45.72,12.62
"53130","ITCEV",44.27,12.37
"53131","ITCEW",45.83,9.07
"53132","ITCEX",45.4,8.77
"53133","ITCEY",42.37,14.07
"53134","ITCF2",43.52,11.75
"53135","ITCFA",43.62,11.55
"53136","ITCFC",42.43,12.92
"53137","ITCFF",38.57,14.83
"53138","ITCFI",45.22,10.1
"53139","ITCFL",44.58,11.92
"53140","ITCFM",44.62,11.45
"53141","ITCFN",43.6,10.97
"53142","ITCFR",37.98,13.88
"53143","ITCFS",45.25,7.52
"53144","ITCFT",45.13,8.45
"53145","ITCFU",38.03,14.02
"53146","ITCFV",45.67,11.93
"53147","ITCFX",41.98,13.33
"53148","ITCG2",44.75,8.02
"53149","ITCG3",43.12,12.05
"53150","ITCG4",45.38,12.7
"53151","ITCG5",43,11.62
"53152","ITCG6",45.33,9.63
"53153","ITCG9",43.4,11
"53154","ITCGA",44.68,10.83
"53155","ITCGB",45.57,9.42
"53156","ITCGC",39.6,16.52
"53157","ITCGD",40.78,15.42
"53158","ITCGE",45.58,9.93
"53159","ITCGF",45.3,10.47
"53160","ITCGG",44.77,10.78
"53161","ITCGH",45.48,10.33
"53162","ITCGN",45.17,9.7
"53163","ITCGP",45.83,11.8
"53164","ITCGQ",44.97,8.3
"53165","ITCGR",44.82,7.63
"53166","ITCGS",45.57,9.7
"53167","ITCGT",45.65,8.93
"53168","ITCGU",44.57,7.48
"53169","ITCGX",45.02,11.53
"53170","ITCGZ",44.9,8.93
"53171","ITCH2",43.7,11.93
"53172","ITCH3",45.5,7.9
"53173","ITCH8",46.8,11.83
"53174","ITCHB",45.83,12.7
"53175","ITCHD",45.65,9.85
"53176","ITCHG",45.65,9.53
"53177","ITCHI",45.23,12.28
"53178","ITCHL",43.63,11.98
"53179","ITCHN",45.75,7.62
"53180","ITCHP",45.75,11.45
"53181","ITCHS",43.97,7.98
"53182","ITCHU",46.17,9.98
"53183","ITCHX",44.32,9.32
"53184","ITCI2",43.37,13.22
"53185","ITCI3",40.73,17.42
"53186","ITCI4",41.98,12.08
"53187","ITCI7",43.03,11.8
"53188","ITCI8",40.88,14.82
"53189","ITCIB",45.55,9.22
"53190","ITCIC",45.3,8.73
"53191","ITCID",45.45,10.92
"53192","ITCIE",45.02,7.82
"53193","ITCIG",45.65,8.97
"53194","ITCIH",45.53,9.93
"53195","ITCIJ",45.45,8.98
"53196","ITCIL",45.15,8.37
"53197","ITCIO",45.32,7.52
"53198","ITCIP",45.15,9.48
"53199","ITCIQ",43.57,13.48
"53200","ITCIR",45.23,7.6
"53201","ITCIT",45.65,11.78
"53202","ITCIU",45.42,8.9
"53203","ITCIV",45.18,7.88
"53204","ITCIX",44.9,7.68
"53205","ITCJZ",40.78,14.7
"53206","ITCKA",44.73,7.47
"53207","ITCL2",45.65,10
"53208","ITCL3",45.35,12.1
"53209","ITCL4",41.2,13.85
"53210","ITCL5",42.85,13.72
"53211","ITCL6",45.8,13.18
"53212","ITCL7",42.08,13.55
"53213","ITCL9",44.42,10.1
"53214","ITCLA",44.72,8.32
"53215","ITCLB",45.75,12.28
"53216","ITCLC",45.5,9.85
"53217","ITCLD",45.68,9.45
"53218","ITCLE",45.3,9.77
"53219","ITCLF",39.15,8.3
"53220","ITCLH",45.1,7.32
"53221","ITCLI",43.97,11.22
"53222","ITCLK",45.58,10.17
"53223","ITCLM",45.73,73.17
"53224","ITCLN",42.87,13.85
"53225","ITCLP",45.15,9.37
"53226","ITCLR",44.55,11.1
"53227","ITCLS",39.05,8.37
"53228","ITCLU",45.15,10.65
"53229","ITCLV",45.23,11.87
"53230","ITCLW",46.37,11.03
"53231","ITCLX",44.75,10.48
"53232","ITCLY",45.55,9.83
"53233","ITCLZ",45.53,9.27
"53234","ITCM2",45.58,7.82
"53235","ITCM3",43.28,10.62
"53236","ITCM5",45.07,8.23
"53237","ITCM6",45.73,7.55
"53238","ITCM7",46.17,11.22
"53239","ITCM8",45,8.13
"53240","ITCM9",45.9,8.6
"53241","ITCMB",45.32,9.33
"53242","ITCMC",45.73,8.7
"53243","ITCMD",46.02,13.17
"53244","ITCME",45.47,10.13
"53245","ITCMF",43.82,10.83
"53246","ITCMH",46.88,11.48
"53247","ITCMK",45.97,12.35
"53248","ITCML",40.75,13.88
"53249","ITCMM",45.62,10.07
"53250","ITCMO",44.4,8.27
"53251","ITCMP",42.82,12.78
"53252","ITCMQ",45.3,9.65
"53253","ITCMT",45.8,9.07
"53254","ITCMU",45.6,9.65
"53255","ITCMV",45.52,11.7
"53256","ITCMW",37.53,13.65
"53257","ITCMX",41.45,14.5
"53258","ITCMY",45.78,6.97
"53259","ITCN2",43.6,10.53
"53260","ITCN3",41.03,14.78
"53261","ITCN4",42.85,13.82
"53262","ITCN5",45.18,12.08
"53263","ITCN6",45.55,8.12
"53264","ITCN9",45.12,8.22
"53265","ITCNB",44.67,8.2
"53266","ITCNC",44.78,8.28
"53267","ITCNE",45.75,9.07
"53268","ITCNF",45.68,8.78
"53269","ITCNH",45.43,11.92
"53270","ITCNJ",45.68,9.12
"53271","ITCNK",43.73,11.7
"53272","ITCNM",45.78,12
"53273","ITCNP",39.37,16.3
"53274","ITCNQ",44.43,10.4
"53275","ITCNR",40.85,14.78
"53276","ITCNS",44.98,8.88
"53277","ITCNT",44.2,12.42
"53278","ITCNU",45.58,9.65
"53279","ITCNV",45.37,8.78
"53280","ITCNW",45.55,9.18
"53281","ITCNY",44.08,8.17
"53282","ITCO2",41.83,12.75
"53283","ITCO3",43.27,11.98
"53284","ITCO4",44.67,10.57
"53285","ITCO5",44.95,10.47
"53286","ITCO6",44.88,11.98
"53287","ITCO7",46.15,9.8
"53288","ITCO9",45.72,8.57
"53289","ITCOA",46,9.38
"53290","ITCOC",45.75,8.75
"53291","ITCOD",43.13,13.22
"53292","ITCOE",45.15,11.98
"53293","ITCOK",45.77,8.67
"53294","ITCOM",44.5,10.93
"53295","ITCOP",45.6,9.05
"53296","ITCOQ",38.17,14.75
"53297","ITCOT",44.17,11.95
"53298","ITCOU",44.77,7.35
"53299","ITCOV",45.62,11.33
"53300","ITCOX",45.72,9.4
"53301","ITCOY",45.8,9.43
"53302","ITCOZ",44.6,10.42
"53303","ITCP2",43.75,12.88
"53304","ITCP3",41.25,14.68
"53305","ITCP4",43.78,11.37
"53306","ITCP5",43.45,13.12
"53307","ITCP6",45.12,7.33
"53308","ITCP7",45.77,9.12
"53309","ITCP8",37.92,14.08
"53310","ITCPA",43.05,9.83
"53311","ITCPB",38.22,15.65
"53312","ITCPC",45.52,9.37
"53313","ITCPD",45.48,11.73
"53314","ITCPE",42.47,14.1
"53315","ITCPG",44.78,10.53
"53316","ITCPH",37.97,13.17
"53317","ITCPJ",42.37,130.33
"53318","ITCPL",45.17,9.65
"53319","ITCPM",43.02,13.85
"53320","ITCPN",38.77,16.55
"53321","ITCPP",44.88,11.8
"53322","ITCPT",44.4,11.58
"53323","ITCPV",41.53,12.72
"53324","ITCPX",45.33,9.27
"53325","ITCPY",42.12,12.5
"53326","ITCPZ",43.95,10.23
"53327","ITCQA",43.63,13.13
"53328","ITCQN",45.37,10.1
"53329","ITCQO",42.88,11.38
"53330","ITCQP",44.63,8.58
"53331","ITCQR",45.73,10.48
"53332","ITCR2",44.1,8.23
"53333","ITCR3",45.05,9.87
"53334","ITCR4",45.55,11.33
"53335","ITCR5",44.72,8.4
"53336","ITCR6",42.33,12.35
"53337","ITCR7",46.53,11.87
"53338","ITCR8",42.38,14.1
"53339","ITCRC",44.35,9.33
"53340","ITCRD",45.4,11.95
"53341","ITCRF",45.95,12.83
"53342","ITCRG",45.92,12.33
"53343","ITCRH",44.93,10.38
"53344","ITCRJ",41.65,12.92
"53345","ITCRK",46,10.42
"53346","ITCRO",44.42,7.43
"53347","ITCRQ",39.98,18.4
"53348","ITCRR",44.47,7.87
"53349","ITCRS",45.42,9.12
"53350","ITCRT",39.5,16.95
"53351","ITCRV",39.08,17.13
"53352","ITCRW",43.9,10.22
"53353","ITCRY",45.42,8.2
"53354","ITCRZ",45.52,8.9
"53355","ITCS2",42.27,13.77
"53356","ITCS3",45.75,12.83
"53357","ITCS4",45.43,9.73
"53358","ITCS5",41.78,14.1
"53359","ITCS7",40.65,8.68
"53360","ITCS8",46.18,12.77
"53361","ITCS9",45.35,8.52
"53362","ITCSA",45.5,9.57
"53363","ITCSB",45.82,11.68
"53364","ITCSD",45.17,11.47
"53365","ITCSF",44.98,8.9
"53366","ITCSG",45.58,11.38
"53367","ITCSH",45.72,11.78
"53368","ITCSK",45.63,9.9
"53369","ITCSL",45.75,11.97
"53370","ITCSQ",40.95,16.92
"53371","ITCSR",44.47,11.27
"53372","ITCSS",45.58,12.32
"53373","ITCSU",43.7,10.78
"53374","ITCSW",45.28,9.9
"53375","ITCSX",40.95,14.58
"53376","ITCSY",45.68,11.88
"53377","ITCT2",41.83,14.25
"53378","ITCT3",43.52,10.62
"53379","ITCT5",44.77,8.02
"53380","ITCT8",45.65,9.38
"53381","ITCT9",46.62,10.9
"53382","ITCTA",37.5,15.1
"53383","ITCTB",45.83,9.23
"53384","ITCTC",45.68,10.32
"53385","ITCTE",45.87,8.65
"53386","ITCTF",44.98,8.22
"53387","ITCTH",40.9,14.27
"53388","ITCTI",45.17,7.65
"53389","ITCTK",40.92,8.72
"53390","ITCTL",44.83,10.18
"53391","ITCTM",45.63,11.97
"53392","ITCTP",43.48,13.07
"53393","ITCTQ",45.82,8.9
"53394","ITCTR",38.02,12.88
"53395","ITCTU",44.1,10
"53396","ITCTV",43.42,11.72
"53397","ITCTW",45.62,11.47
"53398","ITCTX",42.87,13.73
"53399","ITCTZ",38.98,16.2
"53400","ITCU2",46.28,11.03
"53401","ITCU3",40.93,14.92
"53402","ITCU4",45.87,9.12
"53403","ITCU9",46.63,11.57
"53404","ITCUA",41.08,14.28
"53405","ITCUB",43.35,11.5
"53406","ITCUD",45.82,11.98
"53407","ITCUG",45.68,8.47
"53408","ITCUI",45.88,8.72
"53409","ITCUL",45.88,8.4
"53410","ITCUO",45.45,9.02
"53411","ITCUP",42.07,14.67
"53412","ITCUT",40.65,15.23
"53413","ITCUU",39.02,16.97
"53414","ITCUV",45.92,8.7
"53415","ITCUZ",45.18,11.15
"53416","ITCV2",40.18,15.1
"53417","ITCV3",40.92,15.03
"53418","ITCV7",45.53,10.43
"53419","ITCV8",45.98,10.97
"53420","ITCV9",45.33,10.58
"53421","ITCVB",44.72,11.15
"53422","ITCVC",41.5,13.4
"53423","ITCVD",45.85,12.88
"53424","ITCVE",45.42,11.68
"53425","ITCVF",45.82,13.33
"53426","ITCVH",43.97,7.98
"53427","ITCVI",44.7,10.52
"53428","ITCVK",44.78,8.1
"53429","ITCVL",45.85,8.2
"53430","ITCVM",46.27,9.83
"53431","ITCVN",45.53,10.75
"53432","ITCVO",45.48,9.6
"53433","ITCVQ",39.8,16.2
"53434","ITCVR",44.63,7.78
"53435","ITCVS",45.92,13.4
"53436","ITCVU",45.83,9.33
"53437","ITCVV",42.1,11.8
"53438","ITCVW",46.13,9.55
"53439","ITCVX",42.85,10.42
"53440","ITCWO",45.48,9.77
"53441","ITCWW",40.98,14.22
"53442","ITCXA",45.7,9.18
"53443","ITCXB",45.52,10.75
"53444","ITCXE",45.5,12.25
"53445","ITCXF",45.93,13.5
"53446","ITCXG",45.32,11.9
"53447","ITCXI",45.5,8.65
"53448","ITCXL",45.72,8.87
"53449","ITCXO",45.18,8.1
"53450","ITCXR",40.88,14.28
"53451","ITCXS",44.12,8.32
"53452","ITCXT",45.02,12.22
"53453","ITCXW",45.87,8.87
"53454","ITCXX",45.52,8.58
"53455","ITCYO",45.62,10.32
"53456","ITCYP",45.3,9.58
"53457","ITCYZ",41.82,13.57
"53458","ITCZ2",45.02,8.33
"53459","ITCZ3",44.73,8.15
"53460","ITCZ4",45.9,8.72
"53461","ITCZ5",44.45,10.52
"53462","ITCZ9",42.95,13.42
"53463","ITCZA",45.75,9.9
"53464","ITCZB",45.22,7.93
"53465","ITCZC",45.08,8.03
"53466","ITCZD",44.85,8.57
"53467","ITCZE",45.55,9.62
"53468","ITCZF",45.1,7.93
"53469","ITCZG",45.27,12.22
"53470","ITCZM",45.57,10.02
"53471","ITCZN",45.23,8.37
"53472","ITCZO",46.08,11.17
"53473","ITCZP",45.45,12.02
"53474","ITCZR",45.75,9.02
"53475","ITCZS",45.8,9.88
"53476","ITCZT",45.87,9.88
"53477","ITCZU",44.27,9.43
"53478","ITD8D",44,11.43
"53479","ITD99",45.97,10.93
"53480","ITDAA",45.75,13.67
"53481","ITDAI",45.57,8.87
"53482","ITDAM",41.3,13.8
"53483","ITDAR",44.68,11.3
"53484","ITDAS",45.23,10.45
"53485","ITDAT",45.42,9.3
"53486","ITDAX",45.18,10.98
"53487","ITDBN",46.17,9.42
"53488","ITDBO",46.13,9.45
"53489","ITDBS",44.8,10.62
"53490","ITDBT",45.88,10.18
"53491","ITDCC",43.85,7.62
"53492","ITDCD",46.45,12.42
"53493","ITDCM",43.88,11.52
