"","label","latitude","longitude"
"10161","CHCDB",46.33,6.15
"10162","CHCDL",47.33,7.37
"10163","CHCDM",47,6.7
"10164","CHCDR",46.05,8.98
"10165","CHCDX",47.42,7.03
"10166","CHCDY",46.3,7.45
"10167","CHCEX",46.48,6.78
"10168","CHCFG",46.18,6.08
"10169","CHCGO",47.63,9.22
"10170","CHCGT",46.57,6.68
"10171","CHCGY",47.4,7.12
"10172","CHCHE",47.38,7
"10173","CHCHL",47.12,8.43
"10174","CHCHM",46.2,7.22
"10175","CHCHO",46.47,7.13
"10176","CHCHP",46.18,6.87
"10177","CHCHS",46.3,7.05
"10178","CHCHT",46.9,7.33
"10179","CHCHX",46.23,6.95
"10180","CHCHY",46.23,7.3
"10181","CHCLA",46.55,6.45
"10182","CHCLC",47.07,6.78
"10183","CHCLG",46.22,6.18
"10184","CHCLN",46.43,6.88
"10185","CHCMB",46.97,6.87
"10186","CHCMM",46.32,6.18
"10187","CHCMR",47.15,7.03
"10188","CHCMS",46.75,7.1
"10189","CHCMT",46.3,7.47
"10190","CHCMY",46.25,6.13
"10191","CHCNX",46.43,6.9
"10192","CHCO2",47.4,7.17
"10193","CHCOA",47.08,7.02
"10194","CHCOD",45.98,8.92
"10195","CHCOE",47.33,7.28
"10196","CHCOL",46.27,6.95
"10197","CHCOM",46.03,8.93
"10198","CHCON",46.85,6.72
"10199","CHCOP",46.32,6.2
"10200","CHCOR",46.83,6.97
"10201","CHCOS",46.47,6.85
"10202","CHCOT",46.85,7.2
"10203","CHCOU",47.23,7.33
"10204","CHCPA",46.83,6.65
"10205","CHCPC",46.35,6.2
"10206","CHCPL",45.9,8.98
"10207","CHCPS",46.27,7.53
"10208","CHCR2",47.28,7.43
"10209","CHCRA",46.37,6.17
"10210","CHCRC",46.98,6.88
"10211","CHCRE",46.6,6.9
"10212","CHCRG",46.18,6.13
"10213","CHCRM",47.43,7.22
"10214","CHCRR",47.05,7.03
"10215","CHCRS",46.9,7.13
"10216","CHCRX",47.37,7.37
"10217","CHCRY",46.35,6.97
"10218","CHCSD",46.53,6.9
"10219","CHCSN",46.62,6.52
"10220","CHCSO",45.8,8.88
"10221","CHCSR",46.27,6.22
"10222","CHCST",46.8,7.02
"10223","CHCTE",46.23,9.03
"10224","CHCTR",46.18,8.83
"10225","CHCTY",47.18,7.07
"10226","CHCUD",46.95,7.02
"10227","CHCUL",46.48,6.73
"10228","CHCVT",46.92,6.63
"10229","CHCVY",46.7,6.57
"10230","CHCXL",46.58,6.6
"10231","CHD8S",46.52,6.53
"10232","CHDAE",47.22,7.98
"10233","CHDAL",46.92,8.38
"10234","CHDBU",47.45,8.05
"10235","CHDDR",46.87,7.02
"10236","CHDEI",47.22,7.62
"10237","CHDEL",47.37,7.32
"10238","CHDET",47.6,8.93
"10239","CHDGI",47.45,7.6
"10240","CHDGT",47.42,7.8
"10241","CHDIB",46.92,9.05
"10242","CHDII",46.63,7.57
"10243","CHDIS",46.7,8.85
"10244","CHDKN",47.1,8.37
"10245","CHDLD",47.48,8.45
"10246","CHDLK",47.43,8.62
"10247","CHDLL",46.43,6.3
"10248","CHDNA",47.33,8.15
"10249","CHDNH",47.55,8.77
"10250","CHDNK",47.35,7.97
"10251","CHDNS",46.52,6.45
"10252","CHDOC",47.6,9.13
"10253","CHDOM",47.07,6.97
"10254","CHDOR",47.47,7.6
"10255","CHDOT",47.57,8.25
"10256","CHDOZ",47.57,9.32
"10257","CHDPL",47.02,8.05
"10258","CHDPS",47.38,9.63
"10259","CHDPZ",46.8,9.83
"10260","CHDRD",47.18,7.57
"10261","CHDRF",47.4,8.62
"10262","CHDRZ",46.15,7.05
"10263","CHDSB",47.1,7.37
"10264","CHDSF",46.55,6.67
"10265","CHDSH",47.7,8.75
"10266","CHDSW",47.17,7.8
"10267","CHDTG",47,7.27
"10268","CHDTK",49.42,8.38
"10269","CHDTL",47.07,7.42
"10270","CHDTN",47.27,8.85
"10271","CHDTO",47.38,8.23
"10272","CHDTT",47.43,7.5
"10273","CHDTW",47.15,8.4
"10274","CHDTZ",47.13,7.33
"10275","CHDUS",47.43,8.97
"10276","CHDVD",46.82,9.83
"10277","CHDVG",46.73,9.77
"10278","CHDVR",47.37,7.28
"10279","CHDWL",47.45,8.28
"10280","CHDZ8",46.43,8.95
"10281","CHEBC",47.07,8.27
"10282","CHEBE",47.18,7.92
"10283","CHECB",47.23,8.92
"10284","CHECL",46.65,6.52
"10285","CHECT",47.28,7.4
"10286","CHEDB",47.18,8.58
"10287","CHEDG",47.53,8.28
"10288","CHEDT",47.57,8.82
"10289","CHEFF",47.43,8.68
"10290","CHEFV",46.53,6.5
"10291","CHEGB",46.82,7.43
"10292","CHEGE",46.72,7.63
"10293","CHEGG",47.5,8.87
"10294","CHEGI",46.88,7.78
"10295","CHEGL",47.33,8.18
"10296","CHEGS",46.65,6.58
"10297","CHEHK",47.47,8.97
"10298","CHEHR",47.48,8.33
"10299","CHEIK",47.53,7.98
"10300","CHEIS",46.67,7.55
"10301","CHEKG",47.32,7.77
"10302","CHEKP",47.27,9.12
"10303","CHEKZ",47.18,7.63
"10304","CHELB",46.72,7
"10305","CHELG",47.43,9.33
"10306","CHELH",47.03,1.27
"10307","CHELL",46.85,6.83
"10308","CHELS",46.6,6.8
"10309","CHELU",47.5,8.8
"10310","CHEMG",47.67,9.08
"10311","CHEMM",47.08,8.3
"10312","CHEN2",47.07,7.02
"10313","CHENE",47.03,9.08
"10314","CHENG",46.83,8.4
"10315","CHENN",46.57,7.08
"10316","CHENT",46.98,8.05
"10317","CHEPE",46.75,7.13
"10318","CHEPS",46.48,6.73
"10319","CHERB",47.3,8.6
"10320","CHERL",47.4,8
"10321","CHERM",47.23,8.23
"10322","CHERN",46.4,8.15
"10323","CHERT",47.55,9.23
"10324","CHESB",47.13,8.32
"10325","CHESD",47.12,8.75
"10326","CHESH",47.4,7.55
"10327","CHESM",46.92,7.93
"10328","CHESZ",47.65,8.87
"10329","CHETB",46.98,8.33
"10330","CHETD",46.82,8.65
"10331","CHETO",46.52,6.5
"10332","CHETT",47.48,7.53
"10333","CHETZ",47.57,8.1
"10334","CHEVD",46.63,6.63
"10335","CHEVL",46.75,7.08
"10336","CHEVZ",46.02,7.02
"10337","CHEWL",47.23,8.88
"10338","CHEYS",46.38,6.2
"10339","CHEZK",47.08,7.48
"10340","CHFBA",47.58,8.95
"10341","CHFCK",47.5,8.02
"10342","CHFCY",49.43,6.37
"10343","CHFEH",47.23,8.78
"10344","CHFEM",47.28,8.62
"10345","CHFGK",47.37,8.3
"10346","CHFGT",47.55,8.37
"10347","CHFHY",47.42,6.95
"10348","CHFIE",46.4,8.13
"10349","CHFIN",46.08,6.97
"10350","CHFIS",47.57,8.4
"10351","CHFLA",47.02,9.52
"10352","CHFLD",47.37,8.63
"10353","CHFLI",46.9,6.58
"10354","CHFLJ",47.68,8.63
"10355","CHFLM",46.88,7.3
"10356","CHFLN",46.9,8.62
"10357","CHFLS",46.83,9.28
"10358","CHFLW",47.42,9.18
"10359","CHFLY",46.13,7.1
"10360","CHFML",47.23,7.6
"10361","CHFNX",46.33,6.2
"10362","CHFOL",46.55,6.82
"10363","CHFRA",47.08,7.52
"10364","CHFRD",47.53,7.63
"10365","CHFRE",47.48,9.42
"10366","CHFRF",47.5,7.72
"10367","CHFRT",47.52,9.4
"10368","CHFSG",47.18,8.73
"10369","CHFSH",47.43,8.3
"10370","CHFSI",47.53,8.58
"10371","CHFSZ",46.67,6.87
"10372","CHFTF",47.38,8.75
"10373","CHFTM",47.05,6.88
"10374","CHFTS",47.03,6.9
"10375","CHFTY",46.27,7.45
"10376","CHFUL",47.28,7.83
"10377","CHFWS",47.4,8.42
"10378","CHG2E",46.18,6.12
"10379","CHG7W",47.15,7.87
"10380","CHGAD",46.43,6.27
"10381","CHGAK",47.7,8.93
"10382","CHGAM",47.2,9.43
"10383","CHGDA",46,9
"10384","CHGDN",46.82,6.63
"10385","CHGEL",46.18,6.13
"10386","CHGEN",47.17,7.57
"10387","CHGER",46.98,8.53
"10388","CHGGN",47.17,8.87
"10389","CHGIK",48.17,82.67
"10390","CHGIN",47.27,8.97
"10391","CHGIS",46.4,6.18
"10392","CHGIV",46.42,6.2
"10393","CHGL2",46.18,6.12
"10394","CHGLA",47.03,9.05
"10395","CHGLD",47.47,9.47
"10396","CHGLL",46.45,6.3
"10397","CHGLN",47.43,7.58
"10398","CHGLO",47.33,7.2
"10399","CHGML",46.97,7.5
"10400","CHGMP",47.02,7.05
"10401","CHGNA",46.03,8.77
"10402","CHGNE",46.25,7.45
"10403","CHGNG",47.28,8.75
"10404","CHGNI",47.35,8.1
"10405","CHGNL",46.43,6.2
"10406","CHGNO",46.25,9.15
"10407","CHGNS",47.27,7.58
"10408","CHGNT",46.27,6.15
"10409","CHGNZ",47.25,7.13
"10410","CHGOF",48.5,8
"10411","CHGOL",47.05,8.55
"10412","CHGON",46.2,8.13
"10413","CHGOR",46.18,8.85
"10414","CHGOS",47.3,8.75
"10415","CHGPA",46.82,7.15
"10416","CHGRB",47.2,9.43
"10417","CHGRE",46.37,8.08
"10418","CHGRF",47.37,8.67
"10419","CHGRG",46.9,6.77
"10420","CHGRI",46.62,8.05
"10421","CHGRN",47.18,7.38
"10422","CHGRO",47.07,7.37
"10423","CHGRR",47.45,9.5
"10424","CHGRS",46.97,9.63
"10425","CHGRV",46.48,6.72
"10426","CHGST",46.47,7.28
"10427","CHGSW",47.38,9.08
"10428","CHGSZ",46.8,7.12
"10429","CHGTB",47.67,9.13
"10430","CHGTG",47.43,8.55
"10431","CHGTT",47.6,9.28
"10432","CHGUR",46.9,7.17
"10433","CHGVL",47.28,7.42
"10434","CHGVS",46.25,7.45
"10435","CHGWD",47.22,9.02
"10436","CHGWF",47.57,8.55
"10437","CHGWG",47.13,8.05
"10438","CHGWT",46.72,7.62
"10439","CHGYS",46.58,7.08
"10440","CHGZB",47.37,8
"10441","CHGZN",47.32,7.82
"10442","CHHAB",42.4,8.88
"10443","CHHAD",47.28,8.85
"10444","CHHAE",47.38,8.25
"10445","CHHAL",47.33,8.18
"10446","CHHAS",46.97,8.05
"10447","CHHBB",47.02,7.65
"10448","CHHBG",47.28,8.62
"10449","CHHDK",47.03,7.53
"10450","CHHED",47.3,8.45
"10451","CHHEE",47.4,9.62
"10452","CHHEI",47.43,9.52
"10453","CHHEN",47.55,8.68
"10454","CHHER",47.47,8.05
"10455","CHHFO",47.35,9.52
"10456","CHHGA",47.38,8.68
"10457","CHHGD",47.33,7.83
"10458","CHHGL",46.98,8.32
"10459","CHHHM",47.18,8.47
"10460","CHHHT",47.32,8.05
"10461","CHHIL",47.15,8.23
"10462","CHHKN",47.3,7.82
"10463","CHHLF",47.33,8.25
"10464","CHHLL",47.07,8.2
"10465","CHHLU",47.7,8.47
"10466","CHHMG",46.78,7.6
"10467","CHHNA",47.45,9.12
"10468","CHHNU",47.12,8.4
"10469","CHHNW",47.28,8.82
"10470","CHHNZ",46.73,6.87
"10471","CHHO7",47.52,8.52
"10472","CHHOC",47.17,8.28
"10473","CHHOE",47.25,8.6
"10474","CHHOF",47.05,7.62
"10475","CHHOH",47.18,8.32
"10476","CHHOL",47.43,8.17
"10477","CHHOM",47.25,8.77
"10478","CHHRH",47.63,8.97
"10479","CHHRI",47.5,0
"10480","CHHRU",47.02,7.65
"10481","CHHRW",47.02,8.3
"10482","CHHRZ",47.18,7.7
"10483","CHHSA",47.38,9.27
"10484","CHHSN",47.42,7.77
"10485","CHHSR",47.37,8.08
"10486","CHHTE",47.02,6.97
"10487","CHHTK",47.23,8.27
"10488","CHHTL",47.55,8.7
"10489","CHHTT",47.43,8.38
"10490","CHHTU",47.37,8.83
"10491","CHHUN",47.17,8.42
"10492","CHHUT",47.57,8.98
"10493","CHHVN",46.15,7.8
"10494","CHHWI",47.6,8.87
"10495","CHHWL",47.12,7.85
"10496","CHHWN",47.6,8.48
"10497","CHHZL",47.22,8.6
"10498","CHHZW",47.38,8.12
"10499","CHILG",46.98,8.73
"10500","CHILZ",46.77,9.2
"10501","CHIMM",47.1,8.47
"10502","CHINS",47.02,7.1
"10503","CHINT",46.68,7.85
"10504","CHINW",47.12,8.33
"10505","CHIPS",47.1,7.23
"10506","CHIRA",46.32,8.97
"10507","CHISL",47.53,8.83
"10508","CHITG",49.98,7.48
"10509","CHJBG",46.82,7.57
"10510","CHJBZ",47.1,8.1
"10511","CHJGT",47.05,7.5
"10512","CHJNE",47.3,8.4
"10513","CHJNG",46.48,6.85
"10514","CHJNS",47,9.57
"10515","CHJON",47.23,8.83
"10516","CHJSY",46.25,6.28
"10517","CHJWL",47.43,9.08
"10518","CHJXT",46.55,6.6
"10519","CHK3L",47.45,8.78
"10520","CHKAA",47.23,8.52
"10521","CHKAI",47.53,8.03
"10522","CHKAL",47.22,9.03
"10523","CHKAN",46.48,7.67
"10524","CHKAP",47.05,7.25
"10525","CHKBO",46.9,7.22
"10526","CHKCO",46.82,7.55
"10527","CHKDG",46.55,7.67
"10528","CHKDO",47.57,8.25
"10529","CHKEH",47.45,8.7
"10530","CHKER",46.9,8.27
"10531","CHKEZ",46.98,7.2
"10532","CHKFO",46.83,7.5
"10533","CHKGT",47.53,7.72
"10534","CHKHB",47.08,7.58
"10535","CHKHH",47.32,8.58
"10536","CHKIB",47.45,7.97
"10537","CHKIE",46.82,7.57
"10538","CHKIL",47.32,8.55
"10539","CHKIW",47.43,8.35
"10540","CHKLF",47.6,8.68
"10541","CHKLL",47.43,7.42
"10542","CHKLS",46.87,9.87
"10543","CHKNA",47.23,8.45
"10544","CHKNH",47.02,7.23
"10545","CHKNN",47.38,8.32
"10546","CHKNZ",46.92,7.42
"10547","CHKOL",47.33,8.02
"10548","CHKON",46.88,7.62
"10549","CHKOZ",46.92,7.4
"10550","CHKPP",47.13,7.6
"10551","CHKRA",47.53,9.2
"10552","CHKRG",47.4,9.03
"10553","CHKRI",47.18,7.6
"10554","CHKRS",47.03,8.28
"10555","CHKRT",47.02,7.57
"10556","CHKSN",47.35,9.6
"10557","CHKSO",47.27,7.75
"10558","CHKSR",47.07,8.43
"10559","CHKSW",47.58,9.3
"10560","CHKSZ",46.9,7.47
"10561","CHKT5",47.42,8.05
"10562","CHKTN",47.45,8.57
"10563","CHKWI",47.15,8.03
"10564","CHLAB",46.98,6.6
"10565","CHLAD",47.18,7.52
"10566","CHLAF",47.55,8.05
"10567","CHLAH",47.43,9.58
"10568","CHLAL",46.3,7.9
"10569","CHLAM",47.17,7.52
"10570","CHLAN",47.2,7.78
"10571","CHLAS",47.47,7.75
"10572","CHLAV",46.45,8.83
"10573","CHLBN",47.12,7.13
"10574","CHLBS",47.17,6.75
"10575","CHLBT",47.58,8.17
"10576","CHLBW",46.9,7.37
"10577","CHLCA",46.08,7.2
"10578","CHLCF",47.13,6.85
"10579","CHLCS",46.72,6.83
"10580","CHLCV",46.5,6.67
"10581","CHLDB",46.35,7.15
"10582","CHLDD",46,7.18
"10583","CHLDO",47.05,7.07
"10584","CHLEA",47.32,8.17
"10585","CHLEC",46.67,6.32
"10586","CHLEG",46.65,7.77
"10587","CHLES",46.18,6.13
"10588","CHLEU",46.32,7.63
"10589","CHLFI",47.58,8.68
"10590","CHLFL",46.93,7.43
"10591","CHLFN",47.42,7.5
"10592","CHLGC",47.03,6.85
"10593","CHLGE",47.57,8.23
"10594","CHLGL",47.18,7.85
"10595","CHLGN",46.8,8.17
"10596","CHLGO",47.62,9.18
"10597","CHLGS",46.23,6.13
"10598","CHLGT",45.87,8.95
"10599","CHLGU",46.93,7.78
"10600","CHLHN",47.18,8.85
"10601","CHLIE",47.4,7.42
"10602","CHLIT",47.03,8.25
"10603","CHLIU",47.45,8.67
"10604","CHLL4",47.13,7.97
"10605","CHLLU",46.65,6.27
"10606","CHLLV",46.1,7
"10607","CHLM2",46.5,6.45
"10608","CHLML",46.55,6.63
"10609","CHLMN",46.23,9.07
"10610","CHLMT",46.75,7.17
"10611","CHLNA",46.93,7.78
"10612","CHLNE",47.07,7.1
"10613","CHLNG",47.18,7.35
"10614","CHLNK",46.45,7.43
"10615","CHLNN",46.42,7.33
"10616","CHLNU",47.52,8.33
"10617","CHLNZ",46.75,9.55
"10618","CHLOR",46.6,6.23
"10619","CHLOT",47.18,7.78
"10620","CHLOU",46.03,7.27
"10621","CHLOY",46.52,6.52
"10622","CHLPE",47.12,8.37
"10623","CHLPG",47.43,8.2
"10624","CHLPN",47.27,8.92
"10625","CHLQU",46.95,9.57
"10626","CHLRB",47.58,9.23
"10627","CHLRH",47.22,7.58
"10628","CHLSA",47.07,7.58
"10629","CHLSC",46.73,6.47
"10630","CHLSE",46.13,8.75
"10631","CHLSF",47.38,7.95
"10632","CHLSG",47.32,9.08
"10633","CHLSR",46.62,6.23
"10634","CHLSZ",46.67,6.52
"10635","CHLTH",46.92,9
"10636","CHLTL",47.48,7.73
"10637","CHLTY",46.52,6.7
"10638","CHLUB",47.4,9.08
"10639","CHLUC",47.08,8.27
"10640","CHLUF",47.5,8.6
"10641","CHLUP",47.45,7.7
"10642","CHLVA",46.48,6.23
"10643","CHLVN",46.77,10.1
"10644","CHLVR",46.9,6.48
"10645","CHLYN",46.35,7.02
"10646","CHLZN",47.05,8.3
"10647","CHMAA",46.02,8.95
"10648","CHMAE",47.53,9.07
"10649","CHMAL",47.03,8.18
"10650","CHMAM",47.65,8.92
"10651","CHMAR",47.6,9.07
"10652","CHMAS",46.97,9.57
"10653","CHMAT",46.8,7.1
"10654","CHMAU",47.33,8.67
"10655","CHMAY",47.23,7.27
"10656","CHMAZ",47.3,7.62
"10657","CHMBB",46.92,7.48
"10658","CHMBG",46.95,7.25
"10659","CHMDF",47.42,9.13
"10660","CHMDM",46,8.82
"10661","CHMDN",47.53,7.8
"10662","CHMED",46.12,8.93
"10663","CHMEG",47.05,8.38
"10664","CHMEI",46.73,8.18
"10665","CHMEN",45.87,8.98
"10666","CHMEX",46.17,6.98
"10667","CHMEY",46.23,6.07
"10668","CHMGL",45.97,8.88
"10669","CHMGW",47.42,8.23
"10670","CHMGZ",47.48,7.05
"10671","CHMHL",47.55,7.85
"10672","CHMHN",47.05,8.4
"10673","CHMHR",47.37,8.98
"10674","CHMIG",46.32,7.55
"10675","CHMIO",46.18,8.8
"10676","CHMIR",46.23,6.23
"10677","CHMIS",46.3,6.17
"10678","CHMIT",47.02,9.07
"10679","CHMKN",47.42,8.18
"10680","CHMLG",47.42,8.27
"10681","CHMLK",47.57,8.35
"10682","CHMLL",47.6,9
"10683","CHMLN",47.28,8.63
"10684","CHMLO",45.93,9
"10685","CHMLU",47.27,8.07
"10686","CHMLW",47.35,7.7
"10687","CHMLZ",46.88,6.88
"10688","CHMNB",47.02,7.43
"10689","CHMNE",47,7
"10690","CHMNF",47.02,9.53
"10691","CHMNG",47.33,9.58
"10692","CHMNN",46.02,8.9
"10693","CHMNT",46.43,6.92
"10694","CHMOE",46.35,8.03
"10695","CHMOL",47.08,9.07
"10696","CHMOR",46.98,8.63
"10697","CHMOT",46.92,6.6
"10698","CHMOU",46.67,6.8
"10699","CHMOV",47.42,7.3
"10700","CHMPF",47.55,7.92
"10701","CHMPN",46.48,6.82
"10702","CHMRG",47.27,7.82
"10703","CHMRL",46.78,7.17
"10704","CHMRO",45.92,8.98
"10705","CHMRS",46.65,7.07
"10706","CHMRT",47.62,8.65
"10707","CHMSD",47.25,8.37
"10708","CHMSE",47.25,8.23
"10709","CHMSF",47.02,7.48
"10710","CHMSG",47.37,9.03
"10711","CHMSL",47.63,9.23
"10712","CHMSN",46.87,7.53
"10713","CHMSR",46.63,10.43
"10714","CHMSX",46.25,6.98
"10715","CHMTC",47.28,7.05
"10716","CHMTF",47.32,8.72
"10717","CHMTG",47.6,9
"10718","CHMTH",46.97,8.77
"10719","CHMTM",47.4,7.32
"10720","CHMTN",46.93,7.1
"10721","CHMTT",46.67,7.87
"10722","CHMUG",47.12,9.22
"10723","CHMUH",47.33,8.05
"10724","CHMUN",47.53,7.97
"10725","CHMUO",47.52,9.32
"10726","CHMUR",47.27,8.33
"10727","CHMUS",47.52,7.6
"10728","CHMUW",47.23,8.28
"10729","CHMVG",46.97,6.87
"10730","CHMWA",47.28,8.23
"10731","CHMWI",47.47,8.98
"10732","CHMWL",47.47,9.42
"10733","CHMWR",46.92,7.12
"10734","CHMYY",47,7.13
"10735","CHMZI",47.52,8.93
"10736","CHMZK",47.25,8.18
"10737","CHMZN",47.18,8.58
"10738","CHMZU",47.08,8.03
"10739","CHN66",47.32,7.38
"10740","CHNAT",46.33,7.98
"10741","CHNBA",47.4,80
"10742","CHNBB",47.48,8.28
"10743","CHNDB",47.27,7.68
"10744","CHNDG",47.37,7.97
"10745","CHNDR",47.27,7.12
"10746","CHNDU",47.12,7.23
"10747","CHNDZ",46.18,7.3
"10748","CHNEF",47.1,9.07
"10749","CHNEK",47.1,8.2
"10750","CHNEN",48.02,9.12
"10751","CHNER",47.17,8.2
"10752","CHNES",47.22,9.2
"10753","CHNFH",47.53,8.67
"10754","CHNGG",46.9,7.28
"10755","CHNHF",47.45,8.32
"10756","CHNHI",47.48,8.48
"10757","CHNHM",47.2,8.58
"10758","CHNHO",47.42,8.3
"10759","CHNHR",47.68,8.62
"10760","CHNIE",47.45,9.2
"10761","CHNKL",46.17,7.78
"10762","CHNKS",47.68,8.48
"10763","CHNLS",46.87,8.27
"10764","CHNNG",47.7,8.53
"10765","CHNOI",47.22,6.95
"10766","CHNOR",45.98,8.92
"10767","CHNOZ",45.83,8.97
"10768","CHNRH",47.5,8.47
"10769","CHNRL",47.43,9.12
"10770","CHNRN",47.28,7.77
"10771","CHNRO",47.45,8.65
"10772","CHNTL",47.05,9.05
"10773","CHNUG",47.4,7.6
"10774","CHNUS",46.68,7.82
"10775","CHNW6",46.95,8.33
"10776","CHNWA",46.92,7.37
"10777","CHNWT",46.85,7.57
"10778","CHNYO",46.38,6.22
"10779","CHNYZ",46.78,7.07
"10780","CHOBA",46.43,10
"10781","CHOBB",47.3,7.75
"10782","CHOBG",46.92,7.35
"10783","CHOBK",47.15,8.12
"10784","CHOBL",47.52,7.55
"10785","CHOBM",47.28,8.12
"10786","CHOBN",47.13,7.38
"10787","CHOBP",47.27,7.67
"10788","CHOBS",46.75,9.1
"10789","CHOBU",47.05,7.62
"10790","CHOBW",46.88,8.23
"10791","CHODB",46.73,7.95
"10792","CHODI",46.83,7.62
"10793","CHOEG",47.4,8.45
"10794","CHOEH",46.65,6.58
"10795","CHOEN",47.45,9.17
"10796","CHOES",47.52,8.02
"10797","CHOET",47.43,8.38
"10798","CHOFD",47.27,8.42
"10799","CHOFE",47.35,8.05
"10800","CHOFN",47.43,8.57
"10801","CHOFT",47.32,7.92
"10802","CHOGN",47.37,7.95
"10803","CHOGS",46.82,6.58
"10804","CHOLG",47.47,7.87
"10805","CHOLH",47.3,8.38
"10806","CHOLI",47.33,8.4
"10807","CHOLO",46.3,6.98
"10808","CHOLS",47.27,8.72
"10809","CHOLV",46.53,8.95
"10810","CHOMD",46.95,7.48
"10811","CHONS",46.83,6.68
"10812","CHONX",46.18,6.1
"10813","CHOPS",46.72,6.7
"10814","CHORA",47.55,9.27
"10815","CHORD",47.42,8.32
"10816","CHORE",46.72,6.52
"10817","CHORF",47.6,8.77
"10818","CHORG",47.48,8.5
"10819","CHORP",47.13,7.3
"10820","CHORT",47.32,9.57
"10821","CHORV",46.57,6.8
"10822","CHOSA",46.87,8.23
"10823","CHOSG",47.62,8.72
"10824","CHOSN",47.3,7.72
"10825","CHOTH",47.4,8.22
"10826","CHOTT",47.28,8.4
"10827","CHOVN",47.15,7.2
"10828","CHPCX",46.15,6.08
"10829","CHPDO",45.98,8.95
"10830","CHPDX",46.5,6.78
"10831","CHPEN",46.6,6.55
"10832","CHPEO",48.47,6.37
"10833","CHPER",47.2,7.25
"10834","CHPES",46.98,6.88
"10835","CHPET",46.2,6.13
"10836","CHPEY",46.67,6.7
"10837","CHPFA",47.37,8.78
"10838","CHPFF",47.37,8.62
"10839","CHPFK",47.2,8.77
"10840","CHPFN",46.75,7.28
"10841","CHPFU",47.23,7.9
"10842","CHPFY",47.6,8.97
"10843","CHPGS",46.4,6.25
"10844","CHPHZ",46.62,6.53
"10845","CHPIE",45.87,9
"10846","CHPLA",46.73,7.25
"10847","CHPLG",46.63,6.67
"10848","CHPLL",46.35,8.93
"10849","CHPLN",46.18,6
"10850","CHPLO",46.17,6.12
"10851","CHPOR",46.13,8.73
"10852","CHPOS",46.77,7.1
"10853","CHPOT",47.12,7.25
"10854","CHPPA",46.67,6.52
"10855","CHPRA",46.95,7.1
"10856","CHPRD",46.75,6.87
"10857","CHPRI",46.53,6.58
"10858","CHPRL",47.18,7.33
"10859","CHPRS",46.52,6.52
"10860","CHPRY",47.42,7.08
"10861","CHPRZ",46,8.95
"10862","CHPTD",46.92,6.95
"10863","CHPTR",46.48,9.9
"10864","CHPUB",46.2,6.22
"10865","CHPVD",46.55,6.83
"10866","CHPYE",46.82,6.93
"10867","CHQBA",47.37,8.78
"10868","CHQNC",47,6.93
"10869","CHQUA",46.15,8.88
"10870","CHRAH",47.08,7.57
"10871","CHRBH",47.33,7.85
"10872","CHRBK",46.95,7.18
"10873","CHRBS",47.4,9.58
"10874","CHRBU",47.07,8.28
"10875","CHRBV",47.33,7.42
"10876","CHRCH",47.48,7.58
"10877","CHRCK",46.47,8.23
"10878","CHRDD",47.48,7.45
"10879","CHRDN",47.05,9.05
"10880","CHREH",47.42,9.48
"10881","CHREI",47.25,7.97
"10882","CHREN",47.27,8.18
"10883","CHRER",46.47,7.83
"10884","CHRES",46.65,6.95
"10885","CHREU",46.7,7.62
"10886","CHREV",46.53,6.43
"10887","CHRFH",46.92,7.52
"10888","CHRGT",46.48,7.22
"10889","CHRGU",47.58,8.25
"10890","CHRGW",47.23,7.82
"10891","CHRHI",47.45,9.07
"10892","CHRHN",47.58,7.63
"10893","CHRIC",47.22,8.7
"10894","CHRID",46.17,7.23
"10895","CHRIE",47.23,7.57
"10896","CHRIF",47.23,8.47
"10897","CHRKB",47.55,8.78
"10898","CHRKG",47.57,8.32
"10899","CHRLA",46,8.98
"10900","CHRMA",47.45,8.53
"10901","CHRMG",47.52,8.18
"10902","CHRMH",47.57,9.38
"10903","CHRMK",47.57,8.37
"10904","CHRNB",46.62,7.68
"10905","CHRNK",47.47,9.58
"10906","CHRNN",47.12,6.92
"10907","CHROH",47.13,7.82
"10908","CHROL",46.47,6.32
"10909","CHROO",47.08,8.38
"10910","CHROP",46.62,6.75
"10911","CHROR",47.47,9.5
"10912","CHROS",46.72,7.1
"10913","CHROT",47.08,8.27
"10914","CHROV",46.23,9.13
"10915","CHROW",47.5,9.38
"10916","CHRPP",47.4,8.12
"10917","CHRRB",47.53,8.58
"10918","CHRRC",47.47,9.48
"10919","CHRRN",46.3,7.8
"10920","CHRSL",46.55,6.6
"10921","CHRSM",46.55,6.5
"10922","CHRSN",47.3,8.55
"10923","CHRSS",47.4,8.77
"10924","CHRSV",46.9,8.97
"10925","CHRSW",47.08,8.12
"10926","CHRTA",46.75,9.42
"10927","CHRTB",47.27,8.85
"10928","CHRTM",47.1,8.68
"10929","CHRTN",47.25,8.05
"10930","CHRTR",47.3,7.88
"10931","CHRTZ",47.13,8.43
"10932","CHRUB",46.9,7.53
"10933","CHRUD",47.37,8.38
"10934","CHRUG",46.77,7.38
"10935","CHRVZ",46.48,6.78
"10936","CHRYC",46.82,6.78
"10937","CHRZO",46.17,8.88
"10938","CHSAA",46.48,7.25
"10939","CHSAB",47.02,6.97
"10940","CHSAL",47.55,9.37
"10941","CHSAM",46.53,9.87
"10942","CHSAR",47.05,9.42
"10943","CHSAS",46.88,6.77
